Tarix (gün.ay.il);Stansiya;Gündəlik gediş sayı
2026-01-29 00:00:00,000;"8 Noyabr";2754
2026-01-29 00:00:00,000;"8 Noyabr";524
2026-01-30 00:00:00,000;"8 Noyabr";2787
2026-01-30 00:00:00,000;"8 Noyabr";555
2026-01-30 00:00:00,000;"8 Noyabr";1426
2026-01-31 00:00:00,000;"8 Noyabr";1939
2026-01-31 00:00:00,000;"8 Noyabr";333
2026-01-31 00:00:00,000;"8 Noyabr";1012
2026-02-01 00:00:00,000;"8 Noyabr";1274
2026-02-01 00:00:00,000;"8 Noyabr";261
2026-02-01 00:00:00,000;"8 Noyabr";702
2026-02-02 00:00:00,000;"8 Noyabr";2884
2026-02-02 00:00:00,000;"8 Noyabr";497
2026-02-02 00:00:00,000;"8 Noyabr";1402
2026-02-03 00:00:00,000;"8 Noyabr";1444
2026-02-03 00:00:00,000;"8 Noyabr";2855
2026-02-03 00:00:00,000;"8 Noyabr";539
2026-02-04 00:00:00,000;"8 Noyabr";425
2026-02-04 00:00:00,000;"8 Noyabr";1138
2026-02-04 00:00:00,000;"8 Noyabr";2452
2026-02-05 00:00:00,000;"8 Noyabr";2658
2026-02-05 00:00:00,000;"8 Noyabr";523
2026-02-05 00:00:00,000;"8 Noyabr";1345
2026-02-06 00:00:00,000;"8 Noyabr";2701
2026-02-06 00:00:00,000;"8 Noyabr";578
2026-02-06 00:00:00,000;"8 Noyabr";1498
2026-02-07 00:00:00,000;"8 Noyabr";1166
2026-02-07 00:00:00,000;"8 Noyabr";1962
2026-02-07 00:00:00,000;"8 Noyabr";385
2026-02-08 00:00:00,000;"8 Noyabr";232
2026-02-08 00:00:00,000;"8 Noyabr";1308
2026-02-08 00:00:00,000;"8 Noyabr";793
2026-02-09 00:00:00,000;"8 Noyabr";2807
2026-02-09 00:00:00,000;"8 Noyabr";530
2026-02-09 00:00:00,000;"8 Noyabr";1478
2026-02-10 00:00:00,000;"8 Noyabr";2601
2026-02-10 00:00:00,000;"8 Noyabr";534
2026-02-10 00:00:00,000;"8 Noyabr";1478
2026-02-11 00:00:00,000;"8 Noyabr";2662
2026-02-11 00:00:00,000;"8 Noyabr";1441
2026-02-11 00:00:00,000;"8 Noyabr";500
2026-02-12 00:00:00,000;"8 Noyabr";2772
2026-02-12 00:00:00,000;"8 Noyabr";548
2026-02-12 00:00:00,000;"8 Noyabr";1549
2026-02-13 00:00:00,000;"8 Noyabr";580
2026-02-13 00:00:00,000;"8 Noyabr";1633
2026-02-13 00:00:00,000;"8 Noyabr";2832
2026-02-14 00:00:00,000;"8 Noyabr";2124
2026-02-14 00:00:00,000;"8 Noyabr";411
2026-02-14 00:00:00,000;"8 Noyabr";1224
2026-02-15 00:00:00,000;"8 Noyabr";976
2026-02-15 00:00:00,000;"8 Noyabr";296
2026-02-15 00:00:00,000;"8 Noyabr";1639
2026-02-16 00:00:00,000;"8 Noyabr";2683
2026-02-16 00:00:00,000;"8 Noyabr";3948
2026-02-16 00:00:00,000;"8 Noyabr";913
2026-02-17 00:00:00,000;"8 Noyabr";3827
2026-02-17 00:00:00,000;"8 Noyabr";908
2026-02-17 00:00:00,000;"8 Noyabr";2625
2026-02-18 00:00:00,000;"8 Noyabr";3981
2026-02-18 00:00:00,000;"8 Noyabr";933
2026-02-18 00:00:00,000;"8 Noyabr";2729
2026-02-19 00:00:00,000;"8 Noyabr";3823
2026-02-19 00:00:00,000;"8 Noyabr";889
2026-02-19 00:00:00,000;"8 Noyabr";2660
2026-02-20 00:00:00,000;"8 Noyabr";3626
2026-02-20 00:00:00,000;"8 Noyabr";793
2026-02-20 00:00:00,000;"8 Noyabr";2478
2026-02-21 00:00:00,000;"8 Noyabr";2042
2026-02-21 00:00:00,000;"8 Noyabr";360
2026-02-21 00:00:00,000;"8 Noyabr";1358
2026-02-22 00:00:00,000;"8 Noyabr";854
2026-02-22 00:00:00,000;"8 Noyabr";253
2026-02-22 00:00:00,000;"8 Noyabr";1346
2026-02-23 00:00:00,000;"8 Noyabr";3979
2026-02-23 00:00:00,000;"8 Noyabr";880
2026-02-23 00:00:00,000;"8 Noyabr";2764
2026-02-24 00:00:00,000;"8 Noyabr";516
2026-02-24 00:00:00,000;"8 Noyabr";3906
2026-02-24 00:00:00,000;"8 Noyabr";826
2026-02-25 00:00:00,000;"8 Noyabr";3823
2026-02-25 00:00:00,000;"8 Noyabr";671
2026-02-25 00:00:00,000;"8 Noyabr";4999
2026-02-26 00:00:00,000;"8 Noyabr";986
2026-02-26 00:00:00,000;"8 Noyabr";2548
2026-02-26 00:00:00,000;"8 Noyabr";3761
2026-02-27 00:00:00,000;"8 Noyabr";3481
2026-02-27 00:00:00,000;"8 Noyabr";737
2026-02-27 00:00:00,000;"8 Noyabr";2540
2026-02-28 00:00:00,000;"8 Noyabr";1800
2026-02-28 00:00:00,000;"8 Noyabr";321
2026-02-28 00:00:00,000;"8 Noyabr";1248
2026-01-01 00:00:00,000;"8 Noyabr";225
2026-01-02 00:00:00,000;"8 Noyabr";197
2026-01-03 00:00:00,000;"8 Noyabr";218
2026-01-04 00:00:00,000;"8 Noyabr";225
2026-01-05 00:00:00,000;"8 Noyabr";326
2026-01-06 00:00:00,000;"8 Noyabr";315
2026-01-07 00:00:00,000;"8 Noyabr";339
2026-01-08 00:00:00,000;"8 Noyabr";309
2026-01-09 00:00:00,000;"8 Noyabr";291
2026-01-10 00:00:00,000;"8 Noyabr";252
2026-01-11 00:00:00,000;"8 Noyabr";208
2026-01-12 00:00:00,000;"8 Noyabr";320
2026-01-13 00:00:00,000;"8 Noyabr";345
2026-01-14 00:00:00,000;"8 Noyabr";329
2026-01-15 00:00:00,000;"8 Noyabr";290
2026-01-16 00:00:00,000;"8 Noyabr";326
2026-01-17 00:00:00,000;"8 Noyabr";216
2026-01-18 00:00:00,000;"8 Noyabr";215
2026-01-19 00:00:00,000;"8 Noyabr";289
2026-01-20 00:00:00,000;"8 Noyabr";255
2026-01-21 00:00:00,000;"8 Noyabr";342
2026-01-22 00:00:00,000;"8 Noyabr";312
2026-01-23 00:00:00,000;"8 Noyabr";327
2026-01-24 00:00:00,000;"8 Noyabr";246
2026-01-25 00:00:00,000;"8 Noyabr";229
2026-01-26 00:00:00,000;"8 Noyabr";302
2026-01-27 00:00:00,000;"8 Noyabr";263
2026-01-28 00:00:00,000;"8 Noyabr";345
2026-01-29 00:00:00,000;"8 Noyabr";328
2026-01-30 00:00:00,000;"8 Noyabr";327
2026-01-31 00:00:00,000;"8 Noyabr";255
2026-02-01 00:00:00,000;"8 Noyabr";233
2026-02-02 00:00:00,000;"8 Noyabr";307
2026-02-03 00:00:00,000;"8 Noyabr";325
2026-02-04 00:00:00,000;"8 Noyabr";301
2026-02-05 00:00:00,000;"8 Noyabr";381
2026-02-06 00:00:00,000;"8 Noyabr";309
2026-02-07 00:00:00,000;"8 Noyabr";243
2026-02-08 00:00:00,000;"8 Noyabr";224
2026-02-09 00:00:00,000;"8 Noyabr";309
2026-02-10 00:00:00,000;"8 Noyabr";341
2026-02-11 00:00:00,000;"8 Noyabr";335
2026-02-12 00:00:00,000;"8 Noyabr";316
2026-02-13 00:00:00,000;"8 Noyabr";321
2026-02-14 00:00:00,000;"8 Noyabr";272
2026-02-15 00:00:00,000;"8 Noyabr";221
2026-02-16 00:00:00,000;"8 Noyabr";333
2026-02-17 00:00:00,000;"8 Noyabr";358
2026-02-18 00:00:00,000;"8 Noyabr";336
2026-02-19 00:00:00,000;"8 Noyabr";348
2026-02-20 00:00:00,000;"8 Noyabr";305
2026-02-21 00:00:00,000;"8 Noyabr";257
2026-02-22 00:00:00,000;"8 Noyabr";242
2026-02-23 00:00:00,000;"8 Noyabr";375
2026-02-24 00:00:00,000;"8 Noyabr";342
2026-02-25 00:00:00,000;"8 Noyabr";365
2026-02-26 00:00:00,000;"8 Noyabr";360
2026-02-27 00:00:00,000;"8 Noyabr";373
2026-02-28 00:00:00,000;"8 Noyabr";227
2026-01-01 00:00:00,000;"Akhmedli";10793
2026-01-01 00:00:00,000;"Akhmedli";2226
2026-01-01 00:00:00,000;"Akhmedli";3688
2026-01-02 00:00:00,000;"Akhmedli";9784
2026-01-02 00:00:00,000;"Akhmedli";2032
2026-01-02 00:00:00,000;"Akhmedli";3375
2026-01-03 00:00:00,000;"Akhmedli";13763
2026-01-03 00:00:00,000;"Akhmedli";2949
2026-01-03 00:00:00,000;"Akhmedli";4861
2026-01-04 00:00:00,000;"Akhmedli";11904
2026-01-04 00:00:00,000;"Akhmedli";2452
2026-01-04 00:00:00,000;"Akhmedli";4335
2026-01-05 00:00:00,000;"Akhmedli";20153
2026-01-05 00:00:00,000;"Akhmedli";4462
2026-01-05 00:00:00,000;"Akhmedli";7761
2026-01-06 00:00:00,000;"Akhmedli";20314
2026-01-06 00:00:00,000;"Akhmedli";4284
2026-01-06 00:00:00,000;"Akhmedli";8296
2026-01-07 00:00:00,000;"Akhmedli";8282
2026-01-07 00:00:00,000;"Akhmedli";20317
2026-01-07 00:00:00,000;"Akhmedli";4533
2026-01-08 00:00:00,000;"Akhmedli";8456
2026-01-08 00:00:00,000;"Akhmedli";4526
2026-01-08 00:00:00,000;"Akhmedli";20270
2026-01-09 00:00:00,000;"Akhmedli";20421
2026-01-09 00:00:00,000;"Akhmedli";4480
2026-01-09 00:00:00,000;"Akhmedli";8913
2026-01-10 00:00:00,000;"Akhmedli";16080
2026-01-10 00:00:00,000;"Akhmedli";3645
2026-01-10 00:00:00,000;"Akhmedli";6645
2026-01-11 00:00:00,000;"Akhmedli";11854
2026-01-11 00:00:00,000;"Akhmedli";2468
2026-01-11 00:00:00,000;"Akhmedli";5027
2026-01-12 00:00:00,000;"Akhmedli";20294
2026-01-12 00:00:00,000;"Akhmedli";4143
2026-01-12 00:00:00,000;"Akhmedli";7824
2026-01-13 00:00:00,000;"Akhmedli";19876
2026-01-13 00:00:00,000;"Akhmedli";4112
2026-01-14 00:00:00,000;"Akhmedli";17659
2026-01-14 00:00:00,000;"Akhmedli";3592
2026-01-14 00:00:00,000;"Akhmedli";18205
2026-01-15 00:00:00,000;"Akhmedli";19335
2026-01-15 00:00:00,000;"Akhmedli";4829
2026-01-15 00:00:00,000;"Akhmedli";9121
2026-01-16 00:00:00,000;"Akhmedli";20422
2026-01-16 00:00:00,000;"Akhmedli";4438
2026-01-16 00:00:00,000;"Akhmedli";9691
2026-01-17 00:00:00,000;"Akhmedli";15409
2026-01-17 00:00:00,000;"Akhmedli";3289
2026-01-17 00:00:00,000;"Akhmedli";6864
2026-01-18 00:00:00,000;"Akhmedli";2109
2026-01-18 00:00:00,000;"Akhmedli";4841
2026-01-18 00:00:00,000;"Akhmedli";10375
2026-01-19 00:00:00,000;"Akhmedli";19298
2026-01-19 00:00:00,000;"Akhmedli";4140
2026-01-19 00:00:00,000;"Akhmedli";9380
2026-01-20 00:00:00,000;"Akhmedli";10792
2026-01-20 00:00:00,000;"Akhmedli";2198
2026-01-20 00:00:00,000;"Akhmedli";5341
2026-01-21 00:00:00,000;"Akhmedli";18695
2026-01-21 00:00:00,000;"Akhmedli";4292
2026-01-21 00:00:00,000;"Akhmedli";9813
2026-01-22 00:00:00,000;"Akhmedli";19382
2026-01-22 00:00:00,000;"Akhmedli";4136
2026-01-22 00:00:00,000;"Akhmedli";9863
2026-01-23 00:00:00,000;"Akhmedli";4266
2026-01-23 00:00:00,000;"Akhmedli";10048
2026-01-23 00:00:00,000;"Akhmedli";19703
2026-01-24 00:00:00,000;"Akhmedli";15708
2026-01-24 00:00:00,000;"Akhmedli";3295
2026-01-24 00:00:00,000;"Akhmedli";6964
2026-01-25 00:00:00,000;"Akhmedli";11216
2026-01-25 00:00:00,000;"Akhmedli";2195
2026-01-25 00:00:00,000;"Akhmedli";5607
2026-01-26 00:00:00,000;"Akhmedli";19559
2026-01-26 00:00:00,000;"Akhmedli";3960
2026-01-26 00:00:00,000;"Akhmedli";10090
2026-01-27 00:00:00,000;"Akhmedli";18820
2026-01-27 00:00:00,000;"Akhmedli";3836
2026-01-27 00:00:00,000;"Akhmedli";10678
2026-01-28 00:00:00,000;"Akhmedli";3867
2026-01-28 00:00:00,000;"Akhmedli";9731
2026-01-28 00:00:00,000;"Akhmedli";18513
2026-01-29 00:00:00,000;"Akhmedli";9642
2026-01-29 00:00:00,000;"Akhmedli";3720
2026-01-29 00:00:00,000;"Akhmedli";18185
2026-01-30 00:00:00,000;"Akhmedli";19089
2026-01-30 00:00:00,000;"Akhmedli";3981
2026-01-30 00:00:00,000;"Akhmedli";10367
2026-01-31 00:00:00,000;"Akhmedli";3254
2026-01-31 00:00:00,000;"Akhmedli";15549
2026-01-31 00:00:00,000;"Akhmedli";8224
2026-02-01 00:00:00,000;"Akhmedli";11834
2026-02-01 00:00:00,000;"Akhmedli";2410
2026-02-01 00:00:00,000;"Akhmedli";6219
2026-02-02 00:00:00,000;"Akhmedli";18445
2026-02-02 00:00:00,000;"Akhmedli";3861
2026-02-02 00:00:00,000;"Akhmedli";10189
2026-02-03 00:00:00,000;"Akhmedli";9683
2026-02-03 00:00:00,000;"Akhmedli";17563
2026-02-03 00:00:00,000;"Akhmedli";3758
2026-02-04 00:00:00,000;"Akhmedli";2843
2026-02-04 00:00:00,000;"Akhmedli";8614
2026-02-04 00:00:00,000;"Akhmedli";15260
2026-02-05 00:00:00,000;"Akhmedli";16594
2026-02-05 00:00:00,000;"Akhmedli";3520
2026-02-05 00:00:00,000;"Akhmedli";9798
2026-02-06 00:00:00,000;"Akhmedli";18091
2026-02-06 00:00:00,000;"Akhmedli";3896
2026-02-06 00:00:00,000;"Akhmedli";10336
2026-02-07 00:00:00,000;"Akhmedli";8850
2026-02-07 00:00:00,000;"Akhmedli";15178
2026-02-07 00:00:00,000;"Akhmedli";3201
2026-02-08 00:00:00,000;"Akhmedli";2461
2026-02-08 00:00:00,000;"Akhmedli";6644
2026-02-08 00:00:00,000;"Akhmedli";11586
2026-02-09 00:00:00,000;"Akhmedli";18294
2026-02-09 00:00:00,000;"Akhmedli";3853
2026-02-09 00:00:00,000;"Akhmedli";10641
2026-02-10 00:00:00,000;"Akhmedli";16338
2026-02-10 00:00:00,000;"Akhmedli";3421
2026-02-10 00:00:00,000;"Akhmedli";9749
2026-02-11 00:00:00,000;"Akhmedli";17146
2026-02-11 00:00:00,000;"Akhmedli";10297
2026-02-11 00:00:00,000;"Akhmedli";3671
2026-02-12 00:00:00,000;"Akhmedli";18224
2026-02-12 00:00:00,000;"Akhmedli";3932
2026-02-12 00:00:00,000;"Akhmedli";10903
2026-02-13 00:00:00,000;"Akhmedli";4106
2026-02-13 00:00:00,000;"Akhmedli";11406
2026-02-13 00:00:00,000;"Akhmedli";18549
2026-02-14 00:00:00,000;"Akhmedli";16503
2026-02-14 00:00:00,000;"Akhmedli";3657
2026-02-14 00:00:00,000;"Akhmedli";9918
2026-02-15 00:00:00,000;"Akhmedli";7569
2026-02-15 00:00:00,000;"Akhmedli";2625
2026-02-15 00:00:00,000;"Akhmedli";11684
2026-02-16 00:00:00,000;"Akhmedli";20259
2026-02-16 00:00:00,000;"Akhmedli";4338
2026-02-16 00:00:00,000;"Akhmedli";13060
2026-02-17 00:00:00,000;"Akhmedli";20168
2026-02-17 00:00:00,000;"Akhmedli";4510
2026-02-17 00:00:00,000;"Akhmedli";13159
2026-02-18 00:00:00,000;"Akhmedli";20453
2026-02-18 00:00:00,000;"Akhmedli";4385
2026-02-18 00:00:00,000;"Akhmedli";13333
2026-02-19 00:00:00,000;"Akhmedli";19348
2026-02-19 00:00:00,000;"Akhmedli";4083
2026-02-19 00:00:00,000;"Akhmedli";12713
2026-02-20 00:00:00,000;"Akhmedli";19146
2026-02-20 00:00:00,000;"Akhmedli";4183
2026-02-20 00:00:00,000;"Akhmedli";12718
2026-02-21 00:00:00,000;"Akhmedli";14486
2026-02-21 00:00:00,000;"Akhmedli";3028
2026-02-21 00:00:00,000;"Akhmedli";9029
2026-02-22 00:00:00,000;"Akhmedli";10528
2026-02-22 00:00:00,000;"Akhmedli";2177
2026-02-22 00:00:00,000;"Akhmedli";6612
2026-02-23 00:00:00,000;"Akhmedli";19322
2026-02-23 00:00:00,000;"Akhmedli";4111
2026-02-23 00:00:00,000;"Akhmedli";12953
2026-02-24 00:00:00,000;"Akhmedli";6991
2026-02-24 00:00:00,000;"Akhmedli";19035
2026-02-24 00:00:00,000;"Akhmedli";3922
2026-02-25 00:00:00,000;"Akhmedli";18912
2026-02-25 00:00:00,000;"Akhmedli";3432
2026-02-25 00:00:00,000;"Akhmedli";18639
2026-02-26 00:00:00,000;"Akhmedli";4364
2026-02-26 00:00:00,000;"Akhmedli";12898
2026-02-26 00:00:00,000;"Akhmedli";19092
2026-02-27 00:00:00,000;"Akhmedli";18977
2026-02-27 00:00:00,000;"Akhmedli";3910
2026-02-27 00:00:00,000;"Akhmedli";12814
2026-02-28 00:00:00,000;"Akhmedli";13910
2026-02-28 00:00:00,000;"Akhmedli";2756
2026-02-28 00:00:00,000;"Akhmedli";9083
2026-01-01 00:00:00,000;"Akhmedli";691
2026-01-02 00:00:00,000;"Akhmedli";626
2026-01-03 00:00:00,000;"Akhmedli";801
2026-01-04 00:00:00,000;"Akhmedli";756
2026-01-05 00:00:00,000;"Akhmedli";862
2026-01-06 00:00:00,000;"Akhmedli";881
2026-01-07 00:00:00,000;"Akhmedli";895
2026-01-08 00:00:00,000;"Akhmedli";921
2026-01-09 00:00:00,000;"Akhmedli";935
2026-01-10 00:00:00,000;"Akhmedli";750
2026-01-11 00:00:00,000;"Akhmedli";710
2026-01-12 00:00:00,000;"Akhmedli";877
2026-01-13 00:00:00,000;"Akhmedli";840
2026-01-14 00:00:00,000;"Akhmedli";803
2026-01-15 00:00:00,000;"Akhmedli";822
2026-01-16 00:00:00,000;"Akhmedli";996
2026-01-17 00:00:00,000;"Akhmedli";769
2026-01-18 00:00:00,000;"Akhmedli";580
2026-01-19 00:00:00,000;"Akhmedli";837
2026-01-20 00:00:00,000;"Akhmedli";596
2026-01-21 00:00:00,000;"Akhmedli";905
2026-01-22 00:00:00,000;"Akhmedli";862
2026-01-23 00:00:00,000;"Akhmedli";880
2026-01-24 00:00:00,000;"Akhmedli";793
2026-01-25 00:00:00,000;"Akhmedli";669
2026-01-26 00:00:00,000;"Akhmedli";897
2026-01-27 00:00:00,000;"Akhmedli";964
2026-01-28 00:00:00,000;"Akhmedli";970
2026-01-29 00:00:00,000;"Akhmedli";868
2026-01-30 00:00:00,000;"Akhmedli";944
2026-01-31 00:00:00,000;"Akhmedli";809
2026-02-01 00:00:00,000;"Akhmedli";719
2026-02-02 00:00:00,000;"Akhmedli";927
2026-02-03 00:00:00,000;"Akhmedli";887
2026-02-04 00:00:00,000;"Akhmedli";843
2026-02-05 00:00:00,000;"Akhmedli";870
2026-02-06 00:00:00,000;"Akhmedli";932
2026-02-07 00:00:00,000;"Akhmedli";842
2026-02-08 00:00:00,000;"Akhmedli";794
2026-02-09 00:00:00,000;"Akhmedli";949
2026-02-10 00:00:00,000;"Akhmedli";848
2026-02-11 00:00:00,000;"Akhmedli";921
2026-02-12 00:00:00,000;"Akhmedli";1009
2026-02-13 00:00:00,000;"Akhmedli";1003
2026-02-14 00:00:00,000;"Akhmedli";984
2026-02-15 00:00:00,000;"Akhmedli";762
2026-02-16 00:00:00,000;"Akhmedli";961
2026-02-17 00:00:00,000;"Akhmedli";987
2026-02-18 00:00:00,000;"Akhmedli";1006
2026-02-19 00:00:00,000;"Akhmedli";885
2026-02-20 00:00:00,000;"Akhmedli";1001
2026-02-21 00:00:00,000;"Akhmedli";925
2026-02-22 00:00:00,000;"Akhmedli";771
2026-02-23 00:00:00,000;"Akhmedli";914
2026-02-24 00:00:00,000;"Akhmedli";903
2026-02-25 00:00:00,000;"Akhmedli";964
2026-02-26 00:00:00,000;"Akhmedli";891
2026-02-27 00:00:00,000;"Akhmedli";867
2026-02-28 00:00:00,000;"Akhmedli";798
2026-01-01 00:00:00,000;"Avtovaghzal";4498
2026-01-01 00:00:00,000;"Avtovaghzal";923
2026-01-01 00:00:00,000;"Avtovaghzal";1522
2026-01-02 00:00:00,000;"Avtovaghzal";4350
2026-01-02 00:00:00,000;"Avtovaghzal";956
2026-01-02 00:00:00,000;"Avtovaghzal";1359
2026-01-03 00:00:00,000;"Avtovaghzal";5812
2026-01-03 00:00:00,000;"Avtovaghzal";1150
2026-01-03 00:00:00,000;"Avtovaghzal";1847
2026-01-04 00:00:00,000;"Avtovaghzal";6473
2026-01-04 00:00:00,000;"Avtovaghzal";1478
2026-01-04 00:00:00,000;"Avtovaghzal";2382
2026-01-05 00:00:00,000;"Avtovaghzal";8498
2026-01-05 00:00:00,000;"Avtovaghzal";1884
2026-01-05 00:00:00,000;"Avtovaghzal";3094
2026-01-06 00:00:00,000;"Avtovaghzal";8652
2026-01-06 00:00:00,000;"Avtovaghzal";1708
2026-01-06 00:00:00,000;"Avtovaghzal";3061
2026-01-07 00:00:00,000;"Avtovaghzal";2935
2026-01-07 00:00:00,000;"Avtovaghzal";1767
2026-01-07 00:00:00,000;"Avtovaghzal";8215
2026-01-08 00:00:00,000;"Avtovaghzal";2902
2026-01-08 00:00:00,000;"Avtovaghzal";1761
2026-01-08 00:00:00,000;"Avtovaghzal";8235
2026-01-09 00:00:00,000;"Avtovaghzal";1680
2026-01-09 00:00:00,000;"Avtovaghzal";3061
2026-01-09 00:00:00,000;"Avtovaghzal";8064
2026-01-10 00:00:00,000;"Avtovaghzal";6092
2026-01-10 00:00:00,000;"Avtovaghzal";1221
2026-01-10 00:00:00,000;"Avtovaghzal";2164
2026-01-11 00:00:00,000;"Avtovaghzal";4763
2026-01-11 00:00:00,000;"Avtovaghzal";946
2026-01-11 00:00:00,000;"Avtovaghzal";1741
2026-01-12 00:00:00,000;"Avtovaghzal";8427
2026-01-12 00:00:00,000;"Avtovaghzal";1600
2026-01-12 00:00:00,000;"Avtovaghzal";2925
2026-01-13 00:00:00,000;"Avtovaghzal";8231
2026-01-13 00:00:00,000;"Avtovaghzal";1620
2026-01-14 00:00:00,000;"Avtovaghzal";7235
2026-01-14 00:00:00,000;"Avtovaghzal";1412
2026-01-14 00:00:00,000;"Avtovaghzal";6310
2026-01-15 00:00:00,000;"Avtovaghzal";7593
2026-01-15 00:00:00,000;"Avtovaghzal";1845
2026-01-15 00:00:00,000;"Avtovaghzal";3085
2026-01-16 00:00:00,000;"Avtovaghzal";8158
2026-01-16 00:00:00,000;"Avtovaghzal";1632
2026-01-16 00:00:00,000;"Avtovaghzal";3345
2026-01-17 00:00:00,000;"Avtovaghzal";5575
2026-01-17 00:00:00,000;"Avtovaghzal";1068
2026-01-17 00:00:00,000;"Avtovaghzal";2218
2026-01-18 00:00:00,000;"Avtovaghzal";4202
2026-01-18 00:00:00,000;"Avtovaghzal";752
2026-01-18 00:00:00,000;"Avtovaghzal";1704
2026-01-19 00:00:00,000;"Avtovaghzal";7641
2026-01-19 00:00:00,000;"Avtovaghzal";1541
2026-01-19 00:00:00,000;"Avtovaghzal";3303
2026-01-20 00:00:00,000;"Avtovaghzal";4236
2026-01-20 00:00:00,000;"Avtovaghzal";840
2026-01-20 00:00:00,000;"Avtovaghzal";1836
2026-01-21 00:00:00,000;"Avtovaghzal";7735
2026-01-21 00:00:00,000;"Avtovaghzal";1516
2026-01-21 00:00:00,000;"Avtovaghzal";3421
2026-01-22 00:00:00,000;"Avtovaghzal";7588
2026-01-22 00:00:00,000;"Avtovaghzal";1541
2026-01-22 00:00:00,000;"Avtovaghzal";3380
2026-01-23 00:00:00,000;"Avtovaghzal";1601
2026-01-23 00:00:00,000;"Avtovaghzal";3489
2026-01-23 00:00:00,000;"Avtovaghzal";7994
2026-01-24 00:00:00,000;"Avtovaghzal";5912
2026-01-24 00:00:00,000;"Avtovaghzal";1098
2026-01-24 00:00:00,000;"Avtovaghzal";2209
2026-01-25 00:00:00,000;"Avtovaghzal";4582
2026-01-25 00:00:00,000;"Avtovaghzal";833
2026-01-25 00:00:00,000;"Avtovaghzal";2067
2026-01-26 00:00:00,000;"Avtovaghzal";8109
2026-01-26 00:00:00,000;"Avtovaghzal";1530
2026-01-26 00:00:00,000;"Avtovaghzal";3649
2026-01-27 00:00:00,000;"Avtovaghzal";7708
2026-01-27 00:00:00,000;"Avtovaghzal";1472
2026-01-27 00:00:00,000;"Avtovaghzal";3914
2026-01-28 00:00:00,000;"Avtovaghzal";1498
2026-01-28 00:00:00,000;"Avtovaghzal";3506
2026-01-28 00:00:00,000;"Avtovaghzal";7635
2026-01-29 00:00:00,000;"Avtovaghzal";3478
2026-01-29 00:00:00,000;"Avtovaghzal";7429
2026-01-29 00:00:00,000;"Avtovaghzal";1418
2026-01-30 00:00:00,000;"Avtovaghzal";7710
2026-01-30 00:00:00,000;"Avtovaghzal";1551
2026-01-30 00:00:00,000;"Avtovaghzal";3539
2026-01-31 00:00:00,000;"Avtovaghzal";5984
2026-01-31 00:00:00,000;"Avtovaghzal";1236
2026-01-31 00:00:00,000;"Avtovaghzal";2802
2026-02-01 00:00:00,000;"Avtovaghzal";4815
2026-02-01 00:00:00,000;"Avtovaghzal";962
2026-02-01 00:00:00,000;"Avtovaghzal";2338
2026-02-02 00:00:00,000;"Avtovaghzal";7224
2026-02-02 00:00:00,000;"Avtovaghzal";1436
2026-02-02 00:00:00,000;"Avtovaghzal";3480
2026-02-03 00:00:00,000;"Avtovaghzal";3380
2026-02-03 00:00:00,000;"Avtovaghzal";7006
2026-02-03 00:00:00,000;"Avtovaghzal";1424
2026-02-04 00:00:00,000;"Avtovaghzal";1120
2026-02-04 00:00:00,000;"Avtovaghzal";3077
2026-02-04 00:00:00,000;"Avtovaghzal";6391
2026-02-05 00:00:00,000;"Avtovaghzal";6517
2026-02-05 00:00:00,000;"Avtovaghzal";1331
2026-02-05 00:00:00,000;"Avtovaghzal";3252
2026-02-06 00:00:00,000;"Avtovaghzal";7109
2026-02-06 00:00:00,000;"Avtovaghzal";1415
2026-02-06 00:00:00,000;"Avtovaghzal";3654
2026-02-07 00:00:00,000;"Avtovaghzal";3105
2026-02-07 00:00:00,000;"Avtovaghzal";6069
2026-02-07 00:00:00,000;"Avtovaghzal";1342
2026-02-08 00:00:00,000;"Avtovaghzal";1179
2026-02-08 00:00:00,000;"Avtovaghzal";3095
2026-02-08 00:00:00,000;"Avtovaghzal";5281
2026-02-09 00:00:00,000;"Avtovaghzal";7367
2026-02-09 00:00:00,000;"Avtovaghzal";1597
2026-02-09 00:00:00,000;"Avtovaghzal";3723
2026-02-10 00:00:00,000;"Avtovaghzal";6665
2026-02-10 00:00:00,000;"Avtovaghzal";1369
2026-02-10 00:00:00,000;"Avtovaghzal";3422
2026-02-11 00:00:00,000;"Avtovaghzal";6609
2026-02-11 00:00:00,000;"Avtovaghzal";3465
2026-02-11 00:00:00,000;"Avtovaghzal";1262
2026-02-12 00:00:00,000;"Avtovaghzal";7024
2026-02-12 00:00:00,000;"Avtovaghzal";1433
2026-02-12 00:00:00,000;"Avtovaghzal";3761
2026-02-13 00:00:00,000;"Avtovaghzal";1589
2026-02-13 00:00:00,000;"Avtovaghzal";4117
2026-02-13 00:00:00,000;"Avtovaghzal";7436
2026-02-14 00:00:00,000;"Avtovaghzal";6776
2026-02-14 00:00:00,000;"Avtovaghzal";1434
2026-02-14 00:00:00,000;"Avtovaghzal";3794
2026-02-15 00:00:00,000;"Avtovaghzal";3292
2026-02-15 00:00:00,000;"Avtovaghzal";1090
2026-02-15 00:00:00,000;"Avtovaghzal";5584
2026-02-16 00:00:00,000;"Avtovaghzal";5065
2026-02-16 00:00:00,000;"Avtovaghzal";8750
2026-02-16 00:00:00,000;"Avtovaghzal";1863
