"date","station_name","entries"
"2025-02-11","8 Noyabr","4639"
"2025-02-12","8 Noyabr","4659"
"2025-02-13","8 Noyabr","4653"
"2025-02-14","8 Noyabr","5199"
"2025-02-15","8 Noyabr","3380"
"2025-02-16","8 Noyabr","2653"
"2025-02-17","8 Noyabr","5431"
"2025-02-18","8 Noyabr","5326"
"2025-02-19","8 Noyabr","5157"
"2025-02-20","8 Noyabr","5073"
"2025-02-21","8 Noyabr","4834"
"2025-02-22","8 Noyabr","3230"
"2025-02-23","8 Noyabr","3494"
"2025-02-24","8 Noyabr","4494"
"2025-02-25","8 Noyabr","5017"
"2025-02-26","8 Noyabr","5450"
"2025-02-27","8 Noyabr","5115"
"2025-02-28","8 Noyabr","5894"
"2025-03-01","8 Noyabr","3101"
"2025-03-02","8 Noyabr","2364"
"2025-03-03","8 Noyabr","5461"
"2025-03-04","8 Noyabr","5517"
"2025-03-05","8 Noyabr","5805"
"2025-03-06","8 Noyabr","5768"
"2025-03-07","8 Noyabr","6349"
"2025-03-08","8 Noyabr","3692"
"2025-03-09","8 Noyabr","2539"
"2025-03-10","8 Noyabr","5586"
"2025-03-11","8 Noyabr","5418"
"2025-03-12","8 Noyabr","5527"
"2025-03-13","8 Noyabr","5447"
"2025-03-14","8 Noyabr","5569"
"2025-03-15","8 Noyabr","3709"
"2025-03-16","8 Noyabr","2556"
"2025-03-17","8 Noyabr","5705"
"2025-03-18","8 Noyabr","5632"
"2025-03-19","8 Noyabr","5158"
"2025-03-20","8 Noyabr","1980"
"2025-03-21","8 Noyabr","1795"
"2025-03-22","8 Noyabr","1969"
"2025-03-23","8 Noyabr","1930"
"2025-03-24","8 Noyabr","2463"
"2025-03-25","8 Noyabr","2867"
"2025-03-26","8 Noyabr","2953"
"2025-03-27","8 Noyabr","2972"
"2025-03-28","8 Noyabr","2960"
"2025-03-29","8 Noyabr","2575"
"2025-03-30","8 Noyabr","2121"
"2025-03-31","8 Noyabr","2759"
"2025-04-01","8 Noyabr","5498"
"2025-04-02","8 Noyabr","5503"
"2025-04-03","8 Noyabr","5532"
"2025-04-04","8 Noyabr","5340"
"2025-04-05","8 Noyabr","3652"
"2025-04-06","8 Noyabr","2672"
"2025-04-07","8 Noyabr","5377"
"2025-04-08","8 Noyabr","5563"
"2025-04-09","8 Noyabr","5352"
"2025-04-10","8 Noyabr","5299"
"2025-04-11","8 Noyabr","5292"
"2025-04-12","8 Noyabr","3602"
"2025-04-13","8 Noyabr","2464"
"2025-04-14","8 Noyabr","4923"
"2025-04-15","8 Noyabr","5310"
"2025-04-16","8 Noyabr","3880"
"2025-04-17","8 Noyabr","5099"
"2025-04-18","8 Noyabr","5478"
"2025-04-19","8 Noyabr","3703"
"2025-04-20","8 Noyabr","2458"
"2025-04-21","8 Noyabr","5386"
"2025-04-22","8 Noyabr","5473"
"2025-04-23","8 Noyabr","5578"
"2025-04-24","8 Noyabr","5401"
"2025-04-25","8 Noyabr","5518"
"2025-04-26","8 Noyabr","3528"
"2025-04-27","8 Noyabr","2437"
"2025-04-28","8 Noyabr","4945"
"2025-04-29","8 Noyabr","5095"
"2025-04-30","8 Noyabr","5274"
"2025-05-01","8 Noyabr","5220"
"2025-05-02","8 Noyabr","4993"
"2025-05-03","8 Noyabr","3567"
"2025-05-04","8 Noyabr","2484"
"2025-05-05","8 Noyabr","5168"
"2025-05-06","8 Noyabr","5332"
"2025-05-07","8 Noyabr","5216"
"2025-05-08","8 Noyabr","5560"
"2025-05-09","8 Noyabr","3132"
"2025-05-10","8 Noyabr","3055"
"2025-05-11","8 Noyabr","2513"
"2025-05-12","8 Noyabr","5350"
"2025-05-13","8 Noyabr","5564"
"2025-05-14","8 Noyabr","5318"
"2025-05-15","8 Noyabr","5365"
"2025-05-16","8 Noyabr","5507"
"2025-05-17","8 Noyabr","3579"
"2025-05-18","8 Noyabr","2353"
"2025-05-19","8 Noyabr","5390"
"2025-05-20","8 Noyabr","5371"
"2025-05-21","8 Noyabr","5365"
"2025-05-22","8 Noyabr","5292"
"2025-05-23","8 Noyabr","5305"
"2025-05-24","8 Noyabr","3362"
"2025-05-25","8 Noyabr","2396"
"2025-05-26","8 Noyabr","5264"
"2025-05-27","8 Noyabr","5421"
"2025-05-28","8 Noyabr","2982"
"2025-05-29","8 Noyabr","4995"
"2025-05-30","8 Noyabr","5069"
"2025-05-31","8 Noyabr","3497"
"2025-06-01","8 Noyabr","2563"
"2025-06-02","8 Noyabr","5008"
"2025-06-03","8 Noyabr","4954"
"2025-06-04","8 Noyabr","4987"
"2025-06-05","8 Noyabr","5556"
"2025-06-06","8 Noyabr","2433"
"2025-06-07","8 Noyabr","2328"
"2025-06-08","8 Noyabr","2220"
"2025-06-09","8 Noyabr","2962"
"2025-06-10","8 Noyabr","5106"
"2025-06-11","8 Noyabr","5134"
"2025-06-12","8 Noyabr","4879"
"2025-06-13","8 Noyabr","5095"
"2025-06-14","8 Noyabr","3001"
"2025-06-15","8 Noyabr","2126"
"2025-06-16","8 Noyabr","2774"
"2025-06-17","8 Noyabr","4904"
"2025-06-18","8 Noyabr","4858"
"2025-06-19","8 Noyabr","4955"
"2025-06-20","8 Noyabr","5042"
"2025-06-21","8 Noyabr","4497"
"2025-06-22","8 Noyabr","2134"
"2025-06-23","8 Noyabr","4728"
"2025-06-24","8 Noyabr","4772"
"2025-06-25","8 Noyabr","5129"
"2025-06-26","8 Noyabr","2900"
"2025-06-27","8 Noyabr","2708"
"2025-06-28","8 Noyabr","2627"
"2025-06-29","8 Noyabr","2158"
"2025-06-30","8 Noyabr","4559"
"2025-07-01","8 Noyabr","4529"
"2025-07-02","8 Noyabr","4324"
"2025-07-03","8 Noyabr","4375"
"2025-07-04","8 Noyabr","4542"
"2025-07-05","8 Noyabr","2798"
"2025-07-06","8 Noyabr","2190"
"2025-07-07","8 Noyabr","4305"
"2025-07-08","8 Noyabr","4358"
"2025-07-09","8 Noyabr","4404"
"2025-07-10","8 Noyabr","4131"
"2025-07-11","8 Noyabr","4090"
"2025-07-12","8 Noyabr","2877"
"2025-07-13","8 Noyabr","2016"
"2025-07-14","8 Noyabr","4141"
"2025-07-15","8 Noyabr","4075"
"2025-07-16","8 Noyabr","4019"
"2025-07-17","8 Noyabr","4196"
"2025-07-18","8 Noyabr","4088"
"2025-07-19","8 Noyabr","2670"
"2025-07-20","8 Noyabr","1890"
"2025-07-21","8 Noyabr","3875"
"2025-07-22","8 Noyabr","4036"
"2025-07-23","8 Noyabr","4000"
"2025-07-24","8 Noyabr","4007"
"2025-07-25","8 Noyabr","3864"
"2025-07-26","8 Noyabr","2686"
"2025-07-27","8 Noyabr","2045"
"2025-07-28","8 Noyabr","3900"
"2025-07-29","8 Noyabr","3927"
"2025-07-30","8 Noyabr","3940"
"2025-07-31","8 Noyabr","3853"
"2025-08-01","8 Noyabr","3764"
"2025-08-02","8 Noyabr","2561"
"2025-08-03","8 Noyabr","1821"
"2025-08-04","8 Noyabr","3657"
"2025-08-05","8 Noyabr","3717"
"2025-08-06","8 Noyabr","3615"
"2025-08-07","8 Noyabr","3608"
"2025-08-08","8 Noyabr","3655"
"2025-08-09","8 Noyabr","2691"
"2025-08-10","8 Noyabr","1928"
"2025-08-11","8 Noyabr","3557"
"2025-08-12","8 Noyabr","3620"
"2025-08-13","8 Noyabr","3655"
"2025-08-14","8 Noyabr","3484"
"2025-08-15","8 Noyabr","3553"
"2025-08-16","8 Noyabr","2656"
"2025-08-17","8 Noyabr","1919"
"2025-08-18","8 Noyabr","3612"
"2025-08-19","8 Noyabr","3657"
"2025-08-20","8 Noyabr","3582"
"2025-08-21","8 Noyabr","3654"
"2025-08-22","8 Noyabr","3540"
"2025-08-23","8 Noyabr","2548"
"2025-08-24","8 Noyabr","2037"
"2025-08-25","8 Noyabr","3727"
"2025-08-26","8 Noyabr","3904"
"2025-08-27","8 Noyabr","3787"
"2025-08-28","8 Noyabr","3793"
"2025-08-29","8 Noyabr","3831"
"2025-08-30","8 Noyabr","2789"
"2025-08-31","8 Noyabr","2088"
"2025-09-01","8 Noyabr","4104"
"2025-09-02","8 Noyabr","4096"
"2025-09-03","8 Noyabr","3960"
"2025-09-04","8 Noyabr","3967"
"2025-09-05","8 Noyabr","4296"
"2025-09-06","8 Noyabr","3107"
"2025-09-07","8 Noyabr","2279"
"2025-09-08","8 Noyabr","4593"
"2025-09-09","8 Noyabr","4554"
"2025-09-10","8 Noyabr","4586"
"2025-09-11","8 Noyabr","4644"
"2025-09-12","8 Noyabr","5011"
"2025-09-13","8 Noyabr","4216"
"2025-09-14","8 Noyabr","2670"
"2025-09-15","8 Noyabr","5925"
"2025-09-16","8 Noyabr","5812"
"2025-09-17","8 Noyabr","5727"
"2025-09-18","8 Noyabr","5634"
"2025-09-19","8 Noyabr","5685"
"2025-09-20","8 Noyabr","3834"
"2025-09-21","8 Noyabr","2666"
"2025-09-22","8 Noyabr","5462"
"2025-09-23","8 Noyabr","5609"
"2025-09-24","8 Noyabr","5666"
"2025-09-25","8 Noyabr","5517"
"2025-09-26","8 Noyabr","5617"
"2025-09-27","8 Noyabr","3612"
"2025-09-28","8 Noyabr","2530"
"2025-09-29","8 Noyabr","5553"
"2025-09-30","8 Noyabr","5622"
"2025-10-01","8 Noyabr","5513"
"2025-10-02","8 Noyabr","5434"
"2025-10-03","8 Noyabr","5656"
"2025-10-04","8 Noyabr","3733"
"2025-10-05","8 Noyabr","2566"
"2025-10-06","8 Noyabr","5407"
"2025-10-07","8 Noyabr","5589"
"2025-10-08","8 Noyabr","5579"
"2025-10-09","8 Noyabr","5635"
"2025-10-10","8 Noyabr","5692"
"2025-10-11","8 Noyabr","3594"
"2025-10-12","8 Noyabr","2464"
"2025-10-13","8 Noyabr","5633"
"2025-10-14","8 Noyabr","5530"
"2025-10-15","8 Noyabr","5720"
"2025-10-16","8 Noyabr","5593"
"2025-10-17","8 Noyabr","5722"
"2025-10-18","8 Noyabr","3655"
"2025-10-19","8 Noyabr","2427"
"2025-10-20","8 Noyabr","5621"
"2025-10-21","8 Noyabr","5900"
"2025-10-22","8 Noyabr","5749"
"2025-10-23","8 Noyabr","5641"
"2025-10-24","8 Noyabr","5668"
"2025-10-25","8 Noyabr","3822"
"2025-10-26","8 Noyabr","2519"
"2025-10-27","8 Noyabr","5534"
"2025-10-28","8 Noyabr","5698"
"2025-10-29","8 Noyabr","5753"
"2025-10-30","8 Noyabr","5599"
"2025-10-31","8 Noyabr","5745"
"2025-11-01","8 Noyabr","3788"
"2025-11-02","8 Noyabr","2510"
"2025-11-03","8 Noyabr","5689"
"2025-11-04","8 Noyabr","5781"
"2025-11-05","8 Noyabr","5784"
"2025-11-06","8 Noyabr","5986"
"2025-11-07","8 Noyabr","6643"
"2025-11-08","8 Noyabr","3316"
"2025-11-09","8 Noyabr","2452"
"2025-11-10","8 Noyabr","2875"
"2025-11-11","8 Noyabr","3199"
"2025-11-12","8 Noyabr","5741"
"2025-11-13","8 Noyabr","5841"
"2025-11-14","8 Noyabr","5807"
"2025-11-15","8 Noyabr","3866"
"2025-11-16","8 Noyabr","2512"
"2025-11-17","8 Noyabr","5581"
"2025-11-18","8 Noyabr","5733"
"2025-11-19","8 Noyabr","5661"
"2025-11-20","8 Noyabr","5660"
"2025-11-21","8 Noyabr","5604"
"2025-11-22","8 Noyabr","3996"
"2025-11-23","8 Noyabr","2580"
"2025-11-24","8 Noyabr","5929"
"2025-11-25","8 Noyabr","6017"
"2025-11-26","8 Noyabr","5892"
"2025-11-27","8 Noyabr","5808"
"2025-11-28","8 Noyabr","5987"
"2025-11-29","8 Noyabr","3966"
"2025-11-30","8 Noyabr","2728"
"2025-12-01","8 Noyabr","5706"
"2025-12-02","8 Noyabr","5750"
"2025-12-03","8 Noyabr","5742"
"2025-12-04","8 Noyabr","5776"
"2025-12-05","8 Noyabr","5787"
"2025-12-06","8 Noyabr","3961"
"2025-12-07","8 Noyabr","2750"
"2025-12-08","8 Noyabr","5987"
"2025-12-09","8 Noyabr","5846"
"2025-12-10","8 Noyabr","5698"
"2025-12-11","8 Noyabr","5760"
"2025-12-12","8 Noyabr","5811"
"2025-12-13","8 Noyabr","4053"
"2025-12-14","8 Noyabr","2624"
"2025-12-15","8 Noyabr","5781"
"2025-12-16","8 Noyabr","5526"
"2025-12-17","8 Noyabr","5900"
"2025-12-18","8 Noyabr","5850"
"2025-12-19","8 Noyabr","5992"
"2025-12-20","8 Noyabr","4226"
"2025-12-21","8 Noyabr","2935"
"2025-12-22","8 Noyabr","5662"
"2025-12-23","8 Noyabr","5682"
"2025-12-24","8 Noyabr","5680"
"2025-12-25","8 Noyabr","5520"
"2025-12-26","8 Noyabr","5537"
"2025-12-27","8 Noyabr","4088"
"2025-12-28","8 Noyabr","2903"
"2025-12-29","8 Noyabr","5120"
"2025-12-30","8 Noyabr","5278"
"2025-12-31","8 Noyabr","2430"
"2025-01-01","Avtovağzal","9048"
"2025-01-02","Avtovağzal","9482"
"2025-01-03","Avtovağzal","10302"
"2025-01-04","Avtovağzal","10358"
"2025-01-05","Avtovağzal","9917"
"2025-01-06","Avtovağzal","14293"
"2025-01-07","Avtovağzal","13525"
"2025-01-08","Avtovağzal","12948"
"2025-01-09","Avtovağzal","13159"
"2025-01-10","Avtovağzal","13656"
"2025-01-11","Avtovağzal","10259"
"2025-01-12","Avtovağzal","7902"
"2025-01-13","Avtovağzal","13742"
"2025-01-14","Avtovağzal","13035"
"2025-01-15","Avtovağzal","12407"
"2025-01-16","Avtovağzal","12809"
"2025-01-17","Avtovağzal","13526"
"2025-01-18","Avtovağzal","10098"
"2025-01-19","Avtovağzal","7132"
"2025-01-20","Avtovağzal","8810"
"2025-01-21","Avtovağzal","13368"
"2025-01-22","Avtovağzal","12832"
"2025-01-23","Avtovağzal","12683"
"2025-01-24","Avtovağzal","13017"
"2025-01-25","Avtovağzal","9958"
"2025-01-26","Avtovağzal","7546"
"2025-01-27","Avtovağzal","12918"
"2025-01-28","Avtovağzal","12642"
"2025-01-29","Avtovağzal","9255"
"2025-01-30","Avtovağzal","13841"
"2025-01-31","Avtovağzal","13415"
"2025-02-01","Avtovağzal","10124"
"2025-02-02","Avtovağzal","8415"
"2025-02-03","Avtovağzal","12679"
"2025-02-04","Avtovağzal","12405"
"2025-02-05","Avtovağzal","11674"
"2025-02-06","Avtovağzal","11572"
"2025-02-07","Avtovağzal","11171"
"2025-02-08","Avtovağzal","7772"
"2025-02-09","Avtovağzal","6826"
"2025-02-10","Avtovağzal","12397"
"2025-02-11","Avtovağzal","12129"
"2025-02-12","Avtovağzal","12220"
"2025-02-13","Avtovağzal","12523"
"2025-02-14","Avtovağzal","14216"
"2025-02-15","Avtovağzal","10690"
"2025-02-16","Avtovağzal","9800"
"2025-02-17","Avtovağzal","15290"
"2025-02-18","Avtovağzal","14918"
"2025-02-19","Avtovağzal","14600"
"2025-02-20","Avtovağzal","13989"
"2025-02-21","Avtovağzal","10273"
"2025-02-22","Avtovağzal","7294"
"2025-02-23","Avtovağzal","12340"
"2025-02-24","Avtovağzal","8277"
"2025-02-25","Avtovağzal","11675"
"2025-02-26","Avtovağzal","14212"
"2025-02-27","Avtovağzal","11959"
"2025-02-28","Avtovağzal","14921"
"2025-03-01","Avtovağzal","6539"
"2025-03-02","Avtovağzal","7372"
"2025-03-03","Avtovağzal","14930"
"2025-03-04","Avtovağzal","14839"
"2025-03-05","Avtovağzal","15374"
"2025-03-06","Avtovağzal","15025"
"2025-03-07","Avtovağzal","16023"
"2025-03-08","Avtovağzal","11419"
"2025-03-09","Avtovağzal","9298"
"2025-03-10","Avtovağzal","15709"
"2025-03-11","Avtovağzal","15386"
"2025-03-12","Avtovağzal","15008"
"2025-03-13","Avtovağzal","15173"
"2025-03-14","Avtovağzal","15291"
"2025-03-15","Avtovağzal","10609"
"2025-03-16","Avtovağzal","8456"
"2025-03-17","Avtovağzal","15681"
"2025-03-18","Avtovağzal","15812"
"2025-03-19","Avtovağzal","14303"
"2025-03-20","Avtovağzal","5973"
"2025-03-21","Avtovağzal","5714"
"2025-03-22","Avtovağzal","7408"
"2025-03-23","Avtovağzal","7700"
"2025-03-24","Avtovağzal","8001"
"2025-03-25","Avtovağzal","9144"
"2025-03-26","Avtovağzal","9186"
"2025-03-27","Avtovağzal","8793"
"2025-03-28","Avtovağzal","9035"
"2025-03-29","Avtovağzal","8295"
"2025-03-30","Avtovağzal","7469"
"2025-03-31","Avtovağzal","10793"
"2025-04-01","Avtovağzal","15748"
"2025-04-02","Avtovağzal","15509"
"2025-04-03","Avtovağzal","15132"
"2025-04-04","Avtovağzal","15107"
"2025-04-05","Avtovağzal","10482"
"2025-04-06","Avtovağzal","9204"
"2025-04-07","Avtovağzal","15643"
"2025-04-08","Avtovağzal","15001"
"2025-04-09","Avtovağzal","14931"
"2025-04-10","Avtovağzal","14045"
"2025-04-11","Avtovağzal","14059"
"2025-04-12","Avtovağzal","10080"
"2025-04-13","Avtovağzal","8482"
"2025-04-14","Avtovağzal","14559"
"2025-04-15","Avtovağzal","13356"
"2025-04-16","Avtovağzal","9491"
"2025-04-17","Avtovağzal","12738"
"2025-04-18","Avtovağzal","14826"
"2025-04-19","Avtovağzal","10715"
"2025-04-20","Avtovağzal","8882"
"2025-04-21","Avtovağzal","15273"
"2025-04-22","Avtovağzal","14652"
"2025-04-23","Avtovağzal","15077"
"2025-04-24","Avtovağzal","14589"
"2025-04-25","Avtovağzal","14845"
"2025-04-26","Avtovağzal","10771"
"2025-04-27","Avtovağzal","8601"
"2025-04-28","Avtovağzal","13891"
"2025-04-29","Avtovağzal","13620"
"2025-04-30","Avtovağzal","14332"
"2025-05-01","Avtovağzal","14034"
"2025-05-02","Avtovağzal","13812"
"2025-05-03","Avtovağzal","10107"
"2025-05-04","Avtovağzal","8848"
"2025-05-05","Avtovağzal","14388"
"2025-05-06","Avtovağzal","15173"
"2025-05-07","Avtovağzal","14323"
"2025-05-08","Avtovağzal","14783"
"2025-05-09","Avtovağzal","9765"
"2025-05-10","Avtovağzal","9442"
"2025-05-11","Avtovağzal","9534"
"2025-05-12","Avtovağzal","14928"
"2025-05-13","Avtovağzal","14600"
"2025-05-14","Avtovağzal","13795"
"2025-05-15","Avtovağzal","13691"
"2025-05-16","Avtovağzal","13910"
"2025-05-17","Avtovağzal","9627"
"2025-05-18","Avtovağzal","8102"
"2025-05-19","Avtovağzal","14476"
"2025-05-20","Avtovağzal","14180"
"2025-05-21","Avtovağzal","13876"
"2025-05-22","Avtovağzal","14117"
"2025-05-23","Avtovağzal","14283"
"2025-05-24","Avtovağzal","9534"
"2025-05-25","Avtovağzal","8327"
"2025-05-26","Avtovağzal","14337"
"2025-05-27","Avtovağzal","13654"
"2025-05-28","Avtovağzal","9173"
"2025-05-29","Avtovağzal","12845"
"2025-05-30","Avtovağzal","12909"
"2025-05-31","Avtovağzal","9344"
"2025-06-01","Avtovağzal","9450"
"2025-06-02","Avtovağzal","13306"
"2025-06-03","Avtovağzal","13519"
"2025-06-04","Avtovağzal","14665"
"2025-06-05","Avtovağzal","15019"
"2025-06-06","Avtovağzal","7635"
"2025-06-07","Avtovağzal","7391"
"2025-06-08","Avtovağzal","8208"
"2025-06-09","Avtovağzal","10897"
"2025-06-10","Avtovağzal","14337"
"2025-06-11","Avtovağzal","13321"
"2025-06-12","Avtovağzal","12834"
"2025-06-13","Avtovağzal","13398"
"2025-06-14","Avtovağzal","9674"
"2025-06-15","Avtovağzal","7600"
"2025-06-16","Avtovağzal","9546"
"2025-06-17","Avtovağzal","13878"
"2025-06-18","Avtovağzal","13038"
"2025-06-19","Avtovağzal","12469"
"2025-06-20","Avtovağzal","12633"
"2025-06-21","Avtovağzal","11596"
"2025-06-22","Avtovağzal","7850"
"2025-06-23","Avtovağzal","13257"
"2025-06-24","Avtovağzal","13882"
"2025-06-25","Avtovağzal","13336"
"2025-06-26","Avtovağzal","9226"
"2025-06-27","Avtovağzal","9175"
"2025-06-28","Avtovağzal","8307"
"2025-06-29","Avtovağzal","8165"
"2025-06-30","Avtovağzal","13502"
"2025-07-01","Avtovağzal","12279"
"2025-07-02","Avtovağzal","11941"
"2025-07-03","Avtovağzal","11512"
"2025-07-04","Avtovağzal","11131"
"2025-07-05","Avtovağzal","8582"
"2025-07-06","Avtovağzal","7509"
"2025-07-07","Avtovağzal","11572"
"2025-07-08","Avtovağzal","11571"
"2025-07-09","Avtovağzal","11065"
"2025-07-10","Avtovağzal","10777"
"2025-07-11","Avtovağzal","10849"
"2025-07-12","Avtovağzal","8597"
"2025-07-13","Avtovağzal","7203"
"2025-07-14","Avtovağzal","10719"
"2025-07-15","Avtovağzal","10241"
"2025-07-16","Avtovağzal","10161"
"2025-07-17","Avtovağzal","9892"
"2025-07-18","Avtovağzal","10040"
"2025-07-19","Avtovağzal","8111"
"2025-07-20","Avtovağzal","6942"
"2025-07-21","Avtovağzal","10391"
"2025-07-22","Avtovağzal","9924"
"2025-07-23","Avtovağzal","9768"
"2025-07-24","Avtovağzal","9687"
"2025-07-25","Avtovağzal","9810"
"2025-07-26","Avtovağzal","7717"
"2025-07-27","Avtovağzal","6876"
"2025-07-28","Avtovağzal","10265"
"2025-07-29","Avtovağzal","9749"
"2025-07-30","Avtovağzal","10088"
"2025-07-31","Avtovağzal","9486"
"2025-08-01","Avtovağzal","9378"
"2025-08-02","Avtovağzal","8000"
"2025-08-03","Avtovağzal","7004"
"2025-08-04","Avtovağzal","9870"
"2025-08-05","Avtovağzal","9216"
"2025-08-06","Avtovağzal","9296"
"2025-08-07","Avtovağzal","9190"
"2025-08-08","Avtovağzal","9316"
"2025-08-09","Avtovağzal","7737"
"2025-08-10","Avtovağzal","6734"
"2025-08-11","Avtovağzal","9983"
"2025-08-12","Avtovağzal","10012"
"2025-08-13","Avtovağzal","9457"
"2025-08-14","Avtovağzal","9382"
"2025-08-15","Avtovağzal","9529"
"2025-08-16","Avtovağzal","7834"
"2025-08-17","Avtovağzal","7011"
"2025-08-18","Avtovağzal","9983"
"2025-08-19","Avtovağzal","9579"
"2025-08-20","Avtovağzal","9506"
"2025-08-21","Avtovağzal","9716"
"2025-08-22","Avtovağzal","9378"
"2025-08-23","Avtovağzal","8089"
"2025-08-24","Avtovağzal","7215"
"2025-08-25","Avtovağzal","10598"
"2025-08-26","Avtovağzal","10354"
"2025-08-27","Avtovağzal","10570"
"2025-08-28","Avtovağzal","10366"
"2025-08-29","Avtovağzal","10703"
"2025-08-30","Avtovağzal","8789"
"2025-08-31","Avtovağzal","7747"
"2025-09-01","Avtovağzal","11865"
"2025-09-02","Avtovağzal","14152"
"2025-09-03","Avtovağzal","12752"
"2025-09-04","Avtovağzal","11145"
"2025-09-05","Avtovağzal","12057"
"2025-09-06","Avtovağzal","10064"
"2025-09-07","Avtovağzal","8337"
"2025-09-08","Avtovağzal","12594"
"2025-09-09","Avtovağzal","12281"
"2025-09-10","Avtovağzal","12349"
"2025-09-11","Avtovağzal","12567"
"2025-09-12","Avtovağzal","13115"
"2025-09-13","Avtovağzal","12523"
"2025-09-14","Avtovağzal","9435"
"2025-09-15","Avtovağzal","18044"
"2025-09-16","Avtovağzal","17764"
"2025-09-17","Avtovağzal","16498"
"2025-09-18","Avtovağzal","16039"
"2025-09-19","Avtovağzal","16342"
"2025-09-20","Avtovağzal","10695"
"2025-09-21","Avtovağzal","8965"
"2025-09-22","Avtovağzal","16687"
"2025-09-23","Avtovağzal","16225"
"2025-09-24","Avtovağzal","15869"
"2025-09-25","Avtovağzal","15710"
"2025-09-26","Avtovağzal","15972"
"2025-09-27","Avtovağzal","9747"
"2025-09-28","Avtovağzal","8783"
"2025-09-29","Avtovağzal","16154"
"2025-09-30","Avtovağzal","15728"
"2025-10-01","Avtovağzal","15599"
"2025-10-02","Avtovağzal","15605"
"2025-10-03","Avtovağzal","15648"
"2025-10-04","Avtovağzal","10661"
"2025-10-05","Avtovağzal","9254"
"2025-10-06","Avtovağzal","16188"
"2025-10-07","Avtovağzal","15592"
"2025-10-08","Avtovağzal","15326"
"2025-10-09","Avtovağzal","15632"
"2025-10-10","Avtovağzal","16097"
"2025-10-11","Avtovağzal","10803"
"2025-10-12","Avtovağzal","9249"
"2025-10-13","Avtovağzal","16648"
"2025-10-14","Avtovağzal","16041"
"2025-10-15","Avtovağzal","15732"
"2025-10-16","Avtovağzal","15387"
"2025-10-17","Avtovağzal","15985"
"2025-10-18","Avtovağzal","10240"
"2025-10-19","Avtovağzal","8998"
"2025-10-20","Avtovağzal","16428"
"2025-10-21","Avtovağzal","15782"
"2025-10-22","Avtovağzal","15639"
"2025-10-23","Avtovağzal","15617"
"2025-10-24","Avtovağzal","16038"
"2025-10-25","Avtovağzal","10485"
"2025-10-26","Avtovağzal","9379"
"2025-10-27","Avtovağzal","16720"
"2025-10-28","Avtovağzal","16129"
"2025-10-29","Avtovağzal","15719"
"2025-10-30","Avtovağzal","15647"
"2025-10-31","Avtovağzal","16116"
"2025-11-01","Avtovağzal","10358"
"2025-11-02","Avtovağzal","8636"
"2025-11-03","Avtovağzal","16161"
"2025-11-04","Avtovağzal","15747"
